Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[440]    0.0    0.00    0.00       1         LAMMPS_NS::Atom::Atom(LAMMPS_NS::LAMMPS*) [440]
                0.00    0.00       8/10          LAMMPS_NS::Atom::new_avec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int&) [226]
                0.00    0.00       1/3           LAMMPS_NS::Atom::set_atomflag_defaults() [283]
                0.00    0.00       1/1           LAMMPS_NS::Atom::peratom_create() [430]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::LAMMPS::destroy() [535]
[441]    0.0    0.00    0.00       1         LAMMPS_NS::Atom::~Atom() [441]
                0.00    0.00       1/1           LAMMPS_NS::Atom::~Atom() [442]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Atom::~Atom() [441]
[442]    0.0    0.00    0.00       1         LAMMPS_NS::Atom::~Atom() [442]
                0.00    0.00      31/177         LAMMPS_NS::Memory::sfree(void*) [151]
                0.00    0.00       1/2           virtual thunk to LAMMPS_NS::AtomVecAtomic::~AtomVecAtomic() [381]
                0.00    0.00       1/4           LAMMPS_NS::Atom::deallocate_topology() [268]
                0.00    0.00       1/1           LAMMPS_NS::Atom::map_delete() [427]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::CommBrick::init() [671]
[443]    0.0    0.00    0.00       1         LAMMPS_NS::Comm::init_exchange() [443]
                0.00    0.00       1/10          LAMMPS_NS::Modify::get_fix_list() [227]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::CreateBox::command(int, char**) [681]
[444]    0.0    0.00    0.00       1         LAMMPS_NS::Comm::set_proc_grid(int) [444]
                0.00    0.00       6/96          LAMMPS_NS::Memory::smalloc(long, char const*) [169]
                0.00    0.00       4/177         LAMMPS_NS::Memory::sfree(void*) [151]
                0.00    0.00       1/1           LAMMPS_NS::ProcMap::ProcMap(LAMMPS_NS::LAMMPS*) [610]
                0.00    0.00       1/1           LAMMPS_NS::ProcMap::~ProcMap() [611]
                0.00    0.00       1/1           LAMMPS_NS::ProcMap::onelevel_grid(int, int*, int*, int, int, int*, int*) [607]
                0.00    0.00       1/105         fmt::v10_lmp::vformat[abi:cxx11](fmt::v10_lmp::basic_string_view<char>, fmt::v10_lmp::basic_format_args<fmt::v10_lmp::basic_format_context<fmt::v10_lmp::appender, char> >) [156]
                0.00    0.00       1/24          LAMMPS_NS::utils::logmesg(LAMMPS_NS::LAMMPS*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [202]
                0.00    0.00       1/1           LAMMPS_NS::ProcMap::cart_map(int, int*, int*, int (*) [2], int***) [608]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::CommBrick::init() [671]
[445]    0.0    0.00    0.00       1         LAMMPS_NS::Comm::init() [445]
                0.00    0.00       1/1           LAMMPS_NS::Domain::subbox_too_small_check(double) [519]
                0.00    0.00       1/10          LAMMPS_NS::Modify::get_fix_list() [227]
                0.00    0.00       1/3           LAMMPS_NS::Modify::get_compute_list() [289]
                0.00    0.00       1/1           LAMMPS_NS::Output::get_dump_list() [568]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::CommBrick::CommBrick(LAMMPS_NS::LAMMPS*) [675]
[446]    0.0    0.00    0.00       1         LAMMPS_NS::Comm::Comm(LAMMPS_NS::LAMMPS*) [446]
                0.00    0.00       1/12          LAMMPS_NS::utils::fmtargs_logmesg(LAMMPS_NS::LAMMPS*, fmt::v10_lmp::basic_string_view<char>, fmt::v10_lmp::basic_format_args<fmt::v10_lmp::basic_format_context<fmt::v10_lmp::appender, char> >) [219]
                0.00    0.00       1/24          LAMMPS_NS::utils::logmesg(LAMMPS_NS::LAMMPS*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [202]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::CommBrick::~CommBrick() [676]
[447]    0.0    0.00    0.00       1         LAMMPS_NS::Comm::~Comm() [447]
                0.00    0.00       7/177         LAMMPS_NS::Memory::sfree(void*) [151]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Output::memory_usage() [567]
[448]    0.0    0.00    0.00       1         LAMMPS_NS::Info::get_memory_info(double*) [448]
                0.00    0.00       1/1           LAMMPS_NS::Atom::memory_usage() [429]
                0.00    0.00       1/1           LAMMPS_NS::Neighbor::memory_usage() [629]
                0.00    0.00       1/1           LAMMPS_NS::CommBrick::memory_usage() [669]
                0.00    0.00       1/4           LAMMPS_NS::Update::memory_usage() [273]
                0.00    0.00       1/1           LAMMPS_NS::Force::memory_usage() [462]
                0.00    0.00       1/1           LAMMPS_NS::Modify::memory_usage() [542]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Neighbor::init_pair() [645]
[449]    0.0    0.00    0.00       1         LAMMPS_NS::NBin::post_constructor(LAMMPS_NS::NeighRequest*) [449]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Neighbor::init() [643]
[450]    0.0    0.00    0.00       1         LAMMPS_NS::NBin::copy_neighbor_info() [450]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::NBinStandard::NBinStandard(LAMMPS_NS::LAMMPS*) [409]
[451]    0.0    0.00    0.00       1         LAMMPS_NS::NBin::NBin(LAMMPS_NS::LAMMPS*) [451]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::NBinStandard::~NBinStandard() [410]
[452]    0.0    0.00    0.00       1         LAMMPS_NS::NBin::~NBin() [452]
                0.00    0.00       3/177         LAMMPS_NS::Memory::sfree(void*) [151]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Force::memory_usage() [462]
[453]    0.0    0.00    0.00       1         LAMMPS_NS::Pair::memory_usage() [453]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Force::init() [465]
[454]    0.0    0.00    0.00       1         LAMMPS_NS::Pair::init() [454]
                0.00    0.00       1/1           LAMMPS_NS::PairLJCut::init_one(int, int) [696]
                0.00    0.00       1/56          LAMMPS_NS::utils::strmatch(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [185]
                0.00    0.00       1/1           LAMMPS_NS::PairLJCut::init_style() [693]
                0.00    0.00       1/12          LAMMPS_NS::utils::fmtargs_logmesg(LAMMPS_NS::LAMMPS*, fmt::v10_lmp::basic_string_view<char>, fmt::v10_lmp::basic_format_args<fmt::v10_lmp::basic_format_context<fmt::v10_lmp::appender, char> >) [219]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Neighbor::init_pair() [645]
[455]    0.0    0.00    0.00       1         LAMMPS_NS::Pair::init_list(int, LAMMPS_NS::NeighList*) [455]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::PairLJCut::PairLJCut(LAMMPS_NS::LAMMPS*) [698]
[456]    0.0    0.00    0.00       1         LAMMPS_NS::Pair::Pair(LAMMPS_NS::LAMMPS*) [456]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::PairLJCut::~PairLJCut() [699]
[457]    0.0    0.00    0.00       1         LAMMPS_NS::Pair::~Pair() [457]
                0.00    0.00       2/177         LAMMPS_NS::Memory::sfree(void*) [151]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::LAMMPS::LAMMPS(int, char**, ompi_communicator_t*) [536]
[458]    0.0    0.00    0.00       1         LAMMPS_NS::Error::Error(LAMMPS_NS::LAMMPS*) [458]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::LAMMPS::~LAMMPS() [537]
[459]    0.0    0.00    0.00       1         LAMMPS_NS::Error::~Error() [459]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::pair_style() [478]
[460]    0.0    0.00    0.00       1         LAMMPS_NS::Force::create_pair(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [460]
                0.00    0.00       1/1           LAMMPS_NS::Pair* style_creator<LAMMPS_NS::Pair, LAMMPS_NS::PairLJCut>(LAMMPS_NS::LAMMPS*) [384]
                0.00    0.00       1/1           LAMMPS_NS::Force::new_pair(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int&) [467]
                0.00    0.00       1/1           LAMMPS_NS::Force::store_style(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [461]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Force::create_pair(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [460]
[461]    0.0    0.00    0.00       1         LAMMPS_NS::Force::store_style(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [461]
                0.00    0.00       1/53          LAMMPS_NS::utils::strdup(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [187]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Info::get_memory_info(double*) [448]
[462]    0.0    0.00    0.00       1         LAMMPS_NS::Force::memory_usage() [462]
                0.00    0.00       1/1           LAMMPS_NS::Pair::memory_usage() [453]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Neighbor::print_pairwise_info() [641]
[463]    0.0    0.00    0.00       1         LAMMPS_NS::Force::pair_match_ptr(LAMMPS_NS::Pair*) [463]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::LAMMPS::create() [534]
[464]    0.0    0.00    0.00       1         LAMMPS_NS::Force::create_factories() [464]
                0.00    0.00      68/83          LAMMPS_NS::Pair* style_creator<LAMMPS_NS::Pair, LAMMPS_NS::PairBorn>(LAMMPS_NS::LAMMPS*) [175]
                0.00    0.00      45/45          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, LAMMPS_NS::Pair* (*)(LAMMPS_NS::LAMMPS*), std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Pair* (*)(LAMMPS_NS::LAMMPS*)> > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [190]
                0.00    0.00       3/3           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [300]
                0.00    0.00       3/3           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Angle* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Angle* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Angle* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Angle* (*)(LAMMPS_NS::LAMMPS*)> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [301]
                0.00    0.00       3/3           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dihedral* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dihedral* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dihedral* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dihedral* (*)(LAMMPS_NS::LAMMPS*)> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [302]
                0.00    0.00       3/3           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Improper* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Improper* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Improper* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Improper* (*)(LAMMPS_NS::LAMMPS*)> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [303]
                0.00    0.00       2/2           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::KSpace* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::KSpace* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::KSpace* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::KSpace* (*)(LAMMPS_NS::LAMMPS*)> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [380]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Bond* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [711]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::KSpace* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::KSpace* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::KSpace* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [715]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Angle* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Angle* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Angle* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [714]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dihedral* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dihedral* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Dihedral* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [720]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Improper* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Improper* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Improper* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [721]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::LAMMPS::init() [533]
[465]    0.0    0.00    0.00       1         LAMMPS_NS::Force::init() [465]
                0.00    0.00       1/1           LAMMPS_NS::Pair::init() [454]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Verlet::setup(int) [10]
[466]    0.0    0.00    0.00       1         LAMMPS_NS::Force::setup() [466]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Force::create_pair(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [460]
[467]    0.0    0.00    0.00       1         LAMMPS_NS::Force::new_pair(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int&) [467]
                0.00    0.00       1/83          LAMMPS_NS::Pair* style_creator<LAMMPS_NS::Pair, LAMMPS_NS::PairBorn>(LAMMPS_NS::LAMMPS*) [175]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::LAMMPS::create() [534]
[468]    0.0    0.00    0.00       1         LAMMPS_NS::Force::Force(LAMMPS_NS::LAMMPS*) [468]
                0.00    0.00       6/53          LAMMPS_NS::utils::strdup(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [187]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::LAMMPS::destroy() [535]
[469]    0.0    0.00    0.00       1         LAMMPS_NS::Force::~Force() [469]
                0.00    0.00       1/1           LAMMPS_NS::Force::~Force() [470]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Force::~Force() [469]
[470]    0.0    0.00    0.00       1         LAMMPS_NS::Force::~Force() [470]
                0.00    0.00      14/83          LAMMPS_NS::Pair* style_creator<LAMMPS_NS::Pair, LAMMPS_NS::PairBorn>(LAMMPS_NS::LAMMPS*) [175]
                0.00    0.00       1/1           LAMMPS_NS::PairLJCut::~PairLJCut() [699]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Velocity::zero_momentum() [661]
[471]    0.0    0.00    0.00       1         LAMMPS_NS::Group::vcm(int, double, double*) [471]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Velocity::zero_momentum() [661]
[472]    0.0    0.00    0.00       1         LAMMPS_NS::Group::mass(int) [472]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::LAMMPS::create() [534]
[473]    0.0    0.00    0.00       1         LAMMPS_NS::Group::Group(LAMMPS_NS::LAMMPS*) [473]
                0.00    0.00       1/53          LAMMPS_NS::utils::strdup(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [187]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::LAMMPS::destroy() [535]
[474]    0.0    0.00    0.00       1         LAMMPS_NS::Group::~Group() [474]
                0.00    0.00       1/1           LAMMPS_NS::Group::~Group() [475]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Group::~Group() [474]
[475]    0.0    0.00    0.00       1         LAMMPS_NS::Group::~Group() [475]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::execute_command() [2]
[476]    0.0    0.00    0.00       1         LAMMPS_NS::Input::atom_style() [476]
                0.00    0.00       1/2           LAMMPS_NS::Atom::create_avec(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, char**, int) [328]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::execute_command() [2]
[477]    0.0    0.00    0.00       1         LAMMPS_NS::Input::pair_coeff() [477]
                0.00    0.00       2/4           LAMMPS_NS::utils::expand_type(char const*, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, LAMMPS_NS::LAMMPS*) [269]
                0.00    0.00       2/56          LAMMPS_NS::utils::strmatch(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [185]
                0.00    0.00       2/6           LAMMPS_NS::utils::inumeric(char const*, int, char const*, bool, LAMMPS_NS::LAMMPS*) [250]
                0.00    0.00       1/1           LAMMPS_NS::PairLJCut::coeff(int, char**) [694]
                0.00    0.00       1/19          LAMMPS_NS::Command* command_creator<LAMMPS_NS::Balance>(LAMMPS_NS::LAMMPS*) [207]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::execute_command() [2]
[478]    0.0    0.00    0.00       1         LAMMPS_NS::Input::pair_style() [478]
                0.00    0.00       1/1           LAMMPS_NS::Force::create_pair(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [460]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::execute_command() [2]
[479]    0.0    0.00    0.00       1         LAMMPS_NS::Input::neigh_modify() [479]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::execute_command() [2]
[480]    0.0    0.00    0.00       1         LAMMPS_NS::Input::neighbor_command() [480]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::execute_command() [2]
[481]    0.0    0.00    0.00       1         LAMMPS_NS::Input::fix() [481]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::execute_command() [2]
[482]    0.0    0.00    0.00       1         LAMMPS_NS::Input::mass() [482]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::execute_command() [2]
[483]    0.0    0.00    0.00       1         LAMMPS_NS::Input::units() [483]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::execute_command() [2]
[484]    0.0    0.00    0.00       1         LAMMPS_NS::Input::region() [484]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::execute_command() [2]
[485]    0.0    0.00    0.00       1         LAMMPS_NS::Input::lattice() [485]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::LAMMPS::LAMMPS(int, char**, ompi_communicator_t*) [536]
[486]    0.0    0.00    0.00       1         LAMMPS_NS::Input::Input(LAMMPS_NS::LAMMPS*, int, char**) [486]
                0.00    0.00      40/40          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, LAMMPS_NS::Command* (*)(LAMMPS_NS::LAMMPS*), std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::Command* (*)(LAMMPS_NS::LAMMPS*)> > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [193]
                0.00    0.00       9/19          LAMMPS_NS::Command* command_creator<LAMMPS_NS::Balance>(LAMMPS_NS::LAMMPS*) [207]
                0.00    0.00       1/1           LAMMPS_NS::Variable::Variable(LAMMPS_NS::LAMMPS*) [658]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::LAMMPS::~LAMMPS() [537]
[487]    0.0    0.00    0.00       1         LAMMPS_NS::Input::~Input() [487]
                0.00    0.00       1/1           LAMMPS_NS::Input::~Input() [488]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Input::~Input() [487]
[488]    0.0    0.00    0.00       1         LAMMPS_NS::Input::~Input() [488]
                0.00    0.00       5/19          LAMMPS_NS::Command* command_creator<LAMMPS_NS::Balance>(LAMMPS_NS::LAMMPS*) [207]
                0.00    0.00       4/177         LAMMPS_NS::Memory::sfree(void*) [151]
                0.00    0.00       1/1           LAMMPS_NS::Variable::~Variable() [659]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Neighbor::init_pair() [645]
[489]    0.0    0.00    0.00       1         LAMMPS_NS::NPair::post_constructor(LAMMPS_NS::NeighRequest*) [489]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::Neighbor::init() [643]
[490]    0.0    0.00    0.00       1         LAMMPS_NS::NPair::copy_neighbor_info() [490]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::NPairBin<1, 1, 0, 0, 1>::NPairBin(LAMMPS_NS::LAMMPS*) [614]
[491]    0.0    0.00    0.00       1         LAMMPS_NS::NPair::NPair(LAMMPS_NS::LAMMPS*) [491]
-----------------------------------------------
                0.00    0.00       1/1           LAMMPS_NS::NPairBin<1, 1, 0, 0, 1>::~NPairBin() [615]
[492]    0.0    0.00    0.00       1         LAMMPS_NS::NPair::~NPair() [492]
-----------------------------------------------
